station_name,city,state,timestamp,lat,lon,pollutant,pollutant_value
"District Court, Eluru - APPCB",Eluru,Andhra Pradesh,2026-07-16 05:00:00,16.711754,81.092095,SO2,13.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,CO,15.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,NH3,9.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,NO2,42.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,O3,25.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,PM10,52.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,PM2.5,52.0
"Rajendra Nagar North, Guntur - APPCB",Guntur,Andhra Pradesh,2026-07-16 05:00:00,16.316553,80.413302,SO2,14.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,CO,28.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,NH3,14.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,NO2,23.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,O3,39.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,PM10,52.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,PM2.5,50.0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,2026-07-16 05:00:00,14.465052,78.824187,SO2,11.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,CO,8.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,NH3,5.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,NO2,29.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,O3,19.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,PM10,59.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,PM2.5,58.0
"Sita Rama Nagar, Kurnool - APPCB",Kurnool,Andhra Pradesh,2026-07-16 05:00:00,15.83411,78.028546,SO2,10.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,CO,20.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,NH3,4.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,NO2,20.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,O3,19.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,PM10,52.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,PM2.5,54.0
"Srinivas Nagar Colony, Machilipatnam - APPCB",Machilipatnam,Andhra Pradesh,2026-07-16 05:00:00,16.186555,81.13219,SO2,18.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,CO,36.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,NH3,7.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,NO2,29.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,O3,38.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,PM10,65.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,PM2.5,53.0
"Ambedkar Nagar, Nellore - APPCB",Nellore,Andhra Pradesh,2026-07-16 05:00:00,14.438164,79.966814,SO2,15.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,CO,26.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,NH3,1.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,NO2,7.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,O3,13.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,PM10,92.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,PM2.5,53.0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,2026-07-16 05:00:00,16.9872867,81.7363176,SO2,5.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,CO,7.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,NH3,3.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,NO2,66.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,O3,21.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,PM10,68.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,PM2.5,44.0
"Toll Gate, Tirumala - APPCB",Tirumala,Andhra Pradesh,2026-07-16 05:00:00,13.67,79.35,SO2,7.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,CO,21.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,NH3,5.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,NO2,38.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,O3,35.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,PM10,72.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,PM2.5,60.0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,2026-07-16 05:00:00,13.615387,79.40923,SO2,18.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,CO,34.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,NH3,3.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,NO2,15.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,O3,16.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,PM10,67.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,PM2.5,66.0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.536107,80.594233,SO2,12.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,CO,20.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,NH3,4.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,NO2,26.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,O3,20.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,PM10,60.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,PM2.5,61.0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.486692,80.699436,SO2,14.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,CO,47.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,NH3,5.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,NO2,25.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,O3,22.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,PM10,69.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,PM2.5,61.0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.509717,80.612222,SO2,11.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,CO,28.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,NH3,4.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,NO2,17.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,O3,17.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,PM10,67.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,PM2.5,65.0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,2026-07-16 05:00:00,16.554731,80.64911,SO2,15.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,CO,12.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,NH3,4.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,NO2,93.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,O3,6.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,PM10,140.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,PM2.5,67.0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,2026-07-16 05:00:00,17.72,83.3,SO2,34.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,CO,50.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,NH3,4.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,NO2,7.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,O3,21.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,PM10,75.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,PM2.5,79.0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,2026-07-16 05:00:00,26.071318,91.87488,SO2,31.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,CO,7.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,NH3,5.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,NO2,2.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,O3,1.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,PM10,16.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,PM2.5,16.0
"IITG, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.2028636,91.70046436,SO2,41.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,CO,35.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,NH3,4.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,NO2,15.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,O3,35.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,PM10,36.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,PM2.5,46.0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.10887,91.589544,SO2,11.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,CO,23.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,NH3,1.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,NO2,0.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,O3,11.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,PM10,173.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,PM2.5,186.0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.1875,91.744194,SO2,35.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,CO,15.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,NH3,1.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,NO2,3.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,O3,23.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,PM10,24.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,PM2.5,22.0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,2026-07-16 05:00:00,26.181742,91.78063,SO2,49.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,CO,22.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,NH3,4.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,NO2,1.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,O3,11.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,PM10,55.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,PM2.5,62.0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,2026-07-16 05:00:00,26.349082,92.68449,SO2,12.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,CO,21.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,NH3,6.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,NO2,14.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,O3,19.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,PM10,46.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,PM2.5,63.0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,2026-07-16 05:00:00,26.446912,91.439057,SO2,8.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,CO,32.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,NH3,1.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,NO2,19.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,O3,4.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,PM10,55.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,PM2.5,25.0
"Tarapur, Silchar - PCBA",Silchar,Assam,2026-07-16 05:00:00,24.82827,92.79525,SO2,5.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,CO,19.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,NH3,6.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,NO2,12.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,O3,29.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,PM10,21.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,PM2.5,15.0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,2026-07-16 05:00:00,26.987634,94.636574,SO2,7.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,CO,20.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,NH3,4.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,NO2,15.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,O3,38.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,PM10,23.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,PM2.5,23.0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,2026-07-16 05:00:00,26.146529,87.454184,SO2,21.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,CO,48.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,NH3,2.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,NO2,7.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,O3,8.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,PM10,33.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,PM2.5,37.0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,2026-07-16 05:00:00,25.5626095,84.663264,SO2,5.0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,2026-07-16 05:00:00,24.75746,84.366208,CO,103.0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,2026-07-16 05:00:00,24.75746,84.366208,NH3,2.0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,2026-07-16 05:00:00,24.75746,84.366208,NO2,8.0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,2026-07-16 05:00:00,24.75746,84.366208,O3,7.0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,2026-07-16 05:00:00,24.75746,84.366208,SO2,8.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,CO,17.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,NH3,16.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,NO2,9.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,O3,40.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,PM10,37.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,PM2.5,33.0
"Lohiyanagar, Begusarai - BSPCB",Begusarai,Bihar,2026-07-16 05:00:00,25.42742023,86.13886079,SO2,18.0
"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,Bihar,2026-07-16 05:00:00,26.80365,84.51954,CO,29.0
"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,Bihar,2026-07-16 05:00:00,26.80365,84.51954,O3,22.0
"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,Bihar,2026-07-16 05:00:00,26.80365,84.51954,SO2,14.0
